store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,reorder_gap,safety_stock_gap,stock_to_reorder_ratio,risk_category,risk_score
ST13,SKU00874,331,88,31,2025-08-14,243,300,3.7613636363636362,Low,10
ST03,SKU00186,169,38,11,2025-08-16,131,158,4.447368421052632,Low,10
ST13,SKU00645,242,48,14,2025-07-21,194,228,5.041666666666667,Low,10
ST30,SKU04261,120,34,10,2025-07-22,86,110,3.5294117647058822,Low,10
ST23,SKU03053,0,58,21,2025-09-18,-58,-21,0.0,Critical,100
ST02,SKU02176,0,45,11,2025-08-14,-45,-11,0.0,Critical,100
ST21,SKU00240,121,38,19,2025-08-14,83,102,3.1842105263157894,Low,10
ST07,SKU00305,388,96,26,2025-07-05,292,362,4.041666666666667,Low,10
ST12,SKU01174,111,21,10,2025-08-17,90,101,5.285714285714286,Low,10
ST17,SKU03504,205,57,28,2025-06-26,148,177,3.5964912280701755,Low,10
ST29,SKU00589,394,67,19,2025-07-22,327,375,5.880597014925373,Low,10
ST22,SKU03848,205,57,14,2025-08-31,148,191,3.5964912280701755,Low,10
ST23,SKU00020,0,58,24,2025-08-25,-58,-24,0.0,Critical,100
ST14,SKU00466,178,32,13,2025-06-21,146,165,5.5625,Low,10
ST14,SKU00237,180,57,14,2025-05-15,123,166,3.1578947368421053,Low,10
ST02,SKU03115,502,90,40,2025-05-16,412,462,5.5777777777777775,Low,10
ST19,SKU03284,84,20,9,2025-06-16,64,75,4.2,Low,10
ST12,SKU00127,283,52,12,2025-06-13,231,271,5.4423076923076925,Low,10
ST29,SKU03743,0,58,27,2025-08-19,-58,-27,0.0,Critical,100
ST21,SKU04791,127,27,9,2025-06-28,100,118,4.703703703703703,Low,10
ST21,SKU02576,153,48,19,2025-05-16,105,134,3.1875,Low,10
ST21,SKU04562,0,28,12,2025-08-12,-28,-12,0.0,Critical,100
ST28,SKU01303,109,34,16,2025-07-31,75,93,3.2058823529411766,Low,10
ST02,SKU02068,0,45,20,2025-08-23,-45,-20,0.0,Critical,100
ST05,SKU04554,234,46,14,2025-08-04,188,220,5.086956521739131,Low,10
ST19,SKU00251,145,35,10,2025-07-04,110,135,4.142857142857143,Low,10
ST10,SKU02683,0,63,21,2025-08-23,-63,-21,0.0,Critical,100
ST22,SKU01754,248,58,26,2025-05-24,190,222,4.275862068965517,Low,10
ST15,SKU04747,382,71,24,2025-07-16,311,358,5.380281690140845,Low,10
ST01,SKU04849,375,64,28,2025-05-23,311,347,5.859375,Low,10
ST25,SKU03220,324,84,40,2025-07-30,240,284,3.857142857142857,Low,10
ST20,SKU00890,472,87,37,2025-08-24,385,435,5.425287356321839,Low,10
ST08,SKU03805,348,71,22,2025-05-16,277,326,4.901408450704225,Low,10
ST15,SKU00546,136,45,15,2025-05-19,91,121,3.022222222222222,Low,10
ST28,SKU02471,194,41,15,2025-08-06,153,179,4.7317073170731705,Low,10
ST10,SKU03851,0,51,11,2025-09-18,-51,-11,0.0,Critical,100
ST17,SKU00592,262,47,22,2025-08-27,215,240,5.574468085106383,Low,10
ST24,SKU03520,193,44,13,2025-08-15,149,180,4.386363636363637,Low,10
ST29,SKU03864,498,92,22,2025-05-23,406,476,5.413043478260869,Low,10
ST29,SKU01649,530,97,34,2025-08-06,433,496,5.463917525773196,Low,10
ST23,SKU03295,131,31,9,2025-05-28,100,122,4.225806451612903,Low,10
ST26,SKU01580,350,93,36,2025-06-30,257,314,3.763440860215054,Low,10
ST07,SKU02533,241,61,26,2025-06-06,180,215,3.9508196721311477,Low,10
ST03,SKU03582,125,37,17,2025-08-26,88,108,3.3783783783783785,Low,10
ST20,SKU02997,425,100,48,2025-05-25,325,377,4.25,Low,10
ST11,SKU01191,353,73,31,2025-05-30,280,322,4.835616438356165,Low,10
ST06,SKU02833,0,46,22,2025-08-12,-46,-22,0.0,Critical,100
ST23,SKU00262,148,30,7,2025-05-28,118,141,4.933333333333334,Low,10
ST16,SKU03292,0,53,25,2025-08-18,-53,-25,0.0,Critical,100
ST26,SKU02519,293,80,39,2025-07-20,213,254,3.6625,Low,10
ST12,SKU02584,126,29,11,2025-08-14,97,115,4.344827586206897,Low,10
ST12,SKU02355,0,86,43,2025-08-07,-86,-43,0.0,Critical,100
ST10,SKU03743,0,63,28,2025-09-11,-63,-28,0.0,Critical,100
ST17,SKU00484,0,39,13,2025-08-27,-39,-13,0.0,Critical,100
ST01,SKU04152,96,20,6,2025-08-29,76,90,4.8,Low,10
ST27,SKU00906,475,98,47,2025-05-10,377,428,4.846938775510204,Low,10
ST27,SKU02892,0,92,42,2025-08-11,-92,-42,0.0,Critical,100
ST25,SKU04280,0,87,32,2025-08-24,-87,-32,0.0,Critical,100
ST25,SKU00079,0,80,22,2025-09-05,-80,-22,0.0,Critical,100
ST23,SKU03416,286,60,14,2025-05-12,226,272,4.766666666666667,Low,10
ST09,SKU01303,295,77,18,2025-07-09,218,277,3.831168831168831,Low,10
ST12,SKU03523,97,27,6,2025-06-25,70,91,3.5925925925925926,Low,10
ST24,SKU00608,401,77,29,2025-05-27,324,372,5.207792207792208,Low,10
ST29,SKU02938,204,52,17,2025-06-19,152,187,3.923076923076923,Low,10
ST03,SKU01717,208,47,22,2025-08-02,161,186,4.425531914893617,Low,10
ST01,SKU03105,338,58,17,2025-06-09,280,321,5.827586206896552,Low,10
ST01,SKU00890,470,83,21,2025-05-27,387,449,5.662650602409639,Low,10
ST09,SKU02471,357,87,35,2025-08-06,270,322,4.103448275862069,Low,10
ST28,SKU00498,231,41,15,2025-08-04,190,216,5.634146341463414,Low,10
ST26,SKU00654,216,55,16,2025-06-20,161,200,3.9272727272727272,Low,10
ST21,SKU01542,264,48,21,2025-06-03,216,243,5.5,Low,10
ST07,SKU03822,65,21,7,2025-06-05,44,58,3.0952380952380953,Low,10
ST05,SKU03749,247,53,11,2025-07-11,194,236,4.660377358490566,Low,10
ST29,SKU04106,230,49,18,2025-05-08,181,212,4.6938775510204085,Low,10
ST10,SKU03864,334,99,20,2025-08-13,235,314,3.3737373737373737,Low,10
ST24,SKU01547,0,49,18,2025-09-28,-49,-18,0.0,Critical,100
ST10,SKU01649,294,58,16,2025-07-10,236,278,5.068965517241379,Low,10
ST25,SKU04401,318,74,16,2025-05-19,244,302,4.297297297297297,Low,10
ST13,SKU03115,424,96,39,2025-06-05,328,385,4.416666666666667,Low,10
ST21,SKU02710,203,39,14,2025-06-23,164,189,5.205128205128205,Low,10
ST19,SKU00385,293,85,23,2025-08-08,208,270,3.447058823529412,Low,10
ST24,SKU00500,0,32,12,2025-08-31,-32,-12,0.0,Critical,100
ST01,SKU02997,160,49,24,2025-06-22,111,136,3.2653061224489797,Low,10
ST06,SKU00860,185,53,18,2025-07-28,132,167,3.490566037735849,Low,10
ST14,SKU00721,382,74,16,2025-05-28,308,366,5.162162162162162,Low,10
ST26,SKU04747,393,69,19,2025-05-19,324,374,5.695652173913044,Low,10
ST26,SKU00546,461,98,27,2025-07-21,363,434,4.704081632653061,Low,10
ST22,SKU01070,160,42,18,2025-05-31,118,142,3.8095238095238093,Low,10
ST08,SKU00906,306,76,17,2025-05-23,230,289,4.026315789473684,Low,10
ST04,SKU03416,312,55,14,2025-08-18,257,298,5.672727272727273,Low,10
ST28,SKU03773,88,20,9,2025-08-10,68,79,4.4,Low,10
ST22,SKU04453,0,76,26,2025-08-13,-76,-26,0.0,Critical,100
ST05,SKU00608,409,75,20,2025-08-19,334,389,5.453333333333333,Low,10
ST10,SKU02938,268,70,21,2025-08-01,198,247,3.8285714285714287,Low,10
ST29,SKU00965,75,23,8,2025-07-04,52,67,3.260869565217391,Low,10
ST14,SKU03057,0,20,9,2025-08-24,-20,-9,0.0,Critical,100
ST11,SKU03311,122,26,9,2025-08-12,96,113,4.6923076923076925,Low,10
ST09,SKU00498,136,25,10,2025-07-18,111,126,5.44,Low,10
ST28,SKU04941,100,21,9,2025-08-06,79,91,4.761904761904762,Low,10
ST02,SKU03491,267,58,22,2025-06-14,209,245,4.603448275862069,Low,10
ST12,SKU00732,488,82,39,2025-06-21,406,449,5.951219512195122,Low,10
ST29,SKU04348,0,26,6,2025-08-14,-26,-6,0.0,Critical,100
ST19,SKU01674,172,57,13,2025-05-30,115,159,3.017543859649123,Low,10
ST12,SKU02718,360,85,21,2025-08-24,275,339,4.235294117647059,Low,10
ST17,SKU02833,0,35,15,2025-09-26,-35,-15,0.0,Critical,100
ST22,SKU03177,304,69,24,2025-07-12,235,280,4.405797101449275,Low,10
ST25,SKU02657,0,66,23,2025-09-24,-66,-23,0.0,Critical,100
ST30,SKU04987,95,23,7,2025-05-11,72,88,4.130434782608695,Low,10
ST02,SKU04888,199,52,25,2025-08-22,147,174,3.826923076923077,Low,10
ST19,SKU02842,264,63,24,2025-07-01,201,240,4.190476190476191,Low,10
ST07,SKU01970,182,32,7,2025-07-24,150,175,5.6875,Low,10
ST15,SKU04305,0,49,14,2025-08-10,-49,-14,0.0,Critical,100
ST18,SKU03822,448,84,25,2025-06-25,364,423,5.333333333333333,Low,10
ST20,SKU02205,78,23,8,2025-05-27,55,70,3.391304347826087,Low,10
ST11,SKU02614,0,72,23,2025-09-30,-72,-23,0.0,Critical,100
ST21,SKU03073,490,89,29,2025-06-23,401,461,5.50561797752809,Low,10
ST21,SKU00858,423,90,37,2025-06-02,333,386,4.7,Low,10
ST12,SKU01792,93,28,12,2025-07-12,65,81,3.3214285714285716,Low,10
ST10,SKU00965,105,21,7,2025-08-18,84,98,5.0,Low,10
ST20,SKU03602,318,96,46,2025-07-22,222,272,3.3125,Low,10
ST13,SKU00445,0,41,15,2025-08-04,-41,-15,0.0,Critical,100
ST16,SKU01911,389,75,17,2025-06-16,314,372,5.1866666666666665,Low,10
ST23,SKU00638,172,31,8,2025-06-22,141,164,5.548387096774194,Low,10
ST09,SKU04941,407,68,32,2025-06-04,339,375,5.985294117647059,Low,10
ST10,SKU04348,0,84,35,2025-08-25,-84,-35,0.0,Critical,100
ST29,SKU02375,291,70,28,2025-07-02,221,263,4.1571428571428575,Low,10
ST22,SKU01433,159,27,7,2025-06-26,132,152,5.888888888888889,Low,10
ST17,SKU00860,364,85,26,2025-06-13,279,338,4.2823529411764705,Low,10
ST08,SKU03484,169,31,12,2025-07-31,138,157,5.451612903225806,Low,10
ST15,SKU02211,214,52,22,2025-06-03,162,192,4.115384615384615,Low,10
ST30,SKU03014,413,77,34,2025-07-31,336,379,5.363636363636363,Low,10
ST30,SKU05000,113,22,11,2025-06-11,91,102,5.136363636363637,Low,10
ST26,SKU04292,90,22,5,2025-07-12,68,85,4.090909090909091,Low,10
ST02,SKU02915,260,82,23,2025-05-08,178,237,3.1707317073170733,Low,10
ST02,SKU04901,221,73,32,2025-06-11,148,189,3.0273972602739727,Low,10
ST24,SKU03199,0,21,9,2025-09-01,-21,-9,0.0,Critical,100
ST27,SKU04665,154,27,11,2025-08-24,127,143,5.703703703703703,Low,10
ST15,SKU03150,95,28,6,2025-05-13,67,89,3.392857142857143,Low,10
ST16,SKU01803,77,20,5,2025-07-06,57,72,3.85,Low,10
ST28,SKU03089,253,44,12,2025-07-01,209,241,5.75,Low,10
ST26,SKU01030,0,97,48,2025-10-09,-97,-48,0.0,Critical,100
ST29,SKU02267,446,92,28,2025-05-08,354,418,4.8478260869565215,Low,10
ST03,SKU01046,288,60,24,2025-06-30,228,264,4.8,Low,10
ST15,SKU04318,0,20,6,2025-10-10,-20,-6,0.0,Critical,100
ST30,SKU00920,0,63,27,2025-10-02,-63,-27,0.0,Critical,100
ST23,SKU04142,85,27,12,2025-07-05,58,73,3.1481481481481484,Low,10
ST09,SKU04244,208,69,27,2025-05-26,139,181,3.0144927536231885,Low,10
ST04,SKU01685,0,68,32,2025-08-06,-68,-32,0.0,Critical,100
ST02,SKU03036,273,80,30,2025-07-05,193,243,3.4125,Low,10
ST02,SKU00821,180,38,13,2025-06-04,142,167,4.7368421052631575,Low,10
ST24,SKU03320,287,55,25,2025-07-25,232,262,5.218181818181818,Low,10
ST12,SKU01805,236,42,9,2025-07-23,194,227,5.619047619047619,Low,10
ST08,SKU02558,296,65,31,2025-07-09,231,265,4.553846153846154,Low,10
ST01,SKU03602,315,68,29,2025-07-05,247,286,4.632352941176471,Low,10
ST13,SKU04888,280,61,28,2025-07-09,219,252,4.590163934426229,Low,10
ST21,SKU02268,0,34,10,2025-09-30,-34,-10,0.0,Critical,100
ST28,SKU03210,293,57,22,2025-07-09,236,271,5.140350877192983,Low,10
ST11,SKU01580,336,75,29,2025-05-25,261,307,4.48,Low,10
ST02,SKU03975,262,80,39,2025-06-17,182,223,3.275,Low,10
ST07,SKU04319,310,67,14,2025-07-26,243,296,4.626865671641791,Low,10
ST04,SKU00638,130,26,11,2025-07-31,104,119,5.0,Low,10
ST19,SKU04144,286,59,15,2025-08-02,227,271,4.8474576271186445,Low,10
ST12,SKU00987,325,79,34,2025-08-17,246,291,4.113924050632911,Low,10
ST10,SKU02375,323,58,19,2025-06-21,265,304,5.568965517241379,Low,10
ST03,SKU01167,189,48,13,2025-06-27,141,176,3.9375,Low,10
ST20,SKU04783,0,87,29,2025-10-02,-87,-29,0.0,Critical,100
ST15,SKU02224,131,28,8,2025-05-27,103,123,4.678571428571429,Low,10
ST18,SKU01970,154,49,21,2025-06-27,105,133,3.142857142857143,Low,10
ST21,SKU03436,297,90,35,2025-05-28,207,262,3.3,Low,10
ST02,SKU00942,0,56,14,2025-08-04,-56,-14,0.0,Critical,100
ST12,SKU02155,0,27,6,2025-09-04,-27,-6,0.0,Critical,100
ST24,SKU03441,136,40,17,2025-05-24,96,119,3.4,Low,10
ST03,SKU04321,0,40,16,2025-09-13,-40,-16,0.0,Critical,100
ST27,SKU02692,0,45,21,2025-09-26,-45,-21,0.0,Critical,100
ST13,SKU02794,120,32,10,2025-06-12,88,110,3.75,Low,10
ST30,SKU02209,399,86,36,2025-08-26,313,363,4.6395348837209305,Low,10
ST09,SKU03089,258,52,21,2025-08-28,206,237,4.961538461538462,Low,10
ST09,SKU00874,379,73,25,2025-08-17,306,354,5.191780821917808,Low,10
ST12,SKU03323,0,81,27,2025-09-22,-81,-27,0.0,Critical,100
ST27,SKU01645,306,96,23,2025-07-13,210,283,3.1875,Low,10
ST04,SKU04142,173,42,9,2025-06-19,131,164,4.119047619047619,Low,10
ST11,SKU00654,91,22,10,2025-08-28,69,81,4.136363636363637,Low,10
ST02,SKU01063,395,76,26,2025-08-15,319,369,5.197368421052632,Low,10
ST26,SKU02211,314,80,23,2025-08-03,234,291,3.925,Low,10
ST24,SKU03562,122,34,14,2025-08-31,88,108,3.588235294117647,Low,10
ST05,SKU03320,442,94,46,2025-06-28,348,396,4.702127659574468,Low,10
ST03,SKU04442,321,79,24,2025-06-21,242,297,4.063291139240507,Low,10
ST18,SKU03259,0,65,25,2025-09-23,-65,-25,0.0,Critical,100
ST13,SKU02915,335,61,16,2025-08-19,274,319,5.491803278688525,Low,10
ST27,SKU02584,172,45,9,2025-06-21,127,163,3.8222222222222224,Low,10
ST06,SKU03693,0,40,14,2025-09-09,-40,-14,0.0,Critical,100
ST23,SKU03108,353,71,18,2025-08-05,282,335,4.971830985915493,Low,10
ST09,SKU03210,154,42,16,2025-08-07,112,138,3.6666666666666665,Low,10
ST11,SKU01822,94,28,9,2025-07-10,66,85,3.357142857142857,Low,10
ST14,SKU01339,246,71,17,2025-05-18,175,229,3.464788732394366,Low,10
ST16,SKU04152,159,27,11,2025-05-30,132,148,5.888888888888889,Low,10
ST12,SKU01229,168,41,19,2025-05-19,127,149,4.097560975609756,Low,10
ST01,SKU04783,0,98,31,2025-08-11,-98,-31,0.0,Critical,100
ST27,SKU01766,206,44,20,2025-06-29,162,186,4.681818181818182,Low,10
ST23,SKU00075,355,84,37,2025-05-16,271,318,4.226190476190476,Low,10
ST09,SKU00177,0,83,35,2025-08-25,-83,-35,0.0,Critical,100
ST16,SKU03105,219,60,21,2025-06-05,159,198,3.65,Low,10
ST11,SKU00775,195,54,20,2025-07-03,141,175,3.611111111111111,Low,10
ST05,SKU03441,316,92,44,2025-07-28,224,272,3.4347826086956523,Low,10
ST13,SKU03036,137,29,8,2025-06-20,108,129,4.724137931034483,Low,10
ST15,SKU03634,175,46,18,2025-08-11,129,157,3.8043478260869565,Low,10
ST13,SKU00821,145,38,19,2025-08-07,107,126,3.8157894736842106,Low,10
ST08,SKU01645,544,99,28,2025-08-08,445,516,5.494949494949495,Low,10
ST13,SKU03975,255,53,16,2025-05-08,202,239,4.811320754716981,Low,10
ST28,SKU04741,98,25,11,2025-05-13,73,87,3.92,Low,10
ST28,SKU02526,0,61,18,2025-08-22,-61,-18,0.0,Critical,100
ST02,SKU03291,390,71,34,2025-05-09,319,356,5.492957746478873,Low,10
ST05,SKU03562,364,98,46,2025-06-12,266,318,3.7142857142857144,Low,10
ST12,SKU04504,116,21,4,2025-07-28,95,112,5.523809523809524,Low,10
ST03,SKU00254,0,49,16,2025-09-13,-49,-16,0.0,Critical,100
ST27,SKU02826,0,71,21,2025-10-10,-71,-21,0.0,Critical,100
ST16,SKU02408,127,36,10,2025-08-29,91,117,3.5277777777777777,Low,10
ST11,SKU02064,376,88,25,2025-07-18,288,351,4.2727272727272725,Low,10
ST22,SKU04145,180,38,12,2025-07-26,142,168,4.7368421052631575,Low,10
ST12,SKU03457,451,93,26,2025-06-23,358,425,4.849462365591398,Low,10
ST08,SKU01766,348,77,22,2025-07-26,271,326,4.51948051948052,Low,10
ST20,SKU00837,335,90,40,2025-09-02,245,295,3.7222222222222223,Low,10
ST04,SKU00075,135,25,10,2025-05-16,110,125,5.4,Low,10
ST28,SKU04633,0,89,18,2025-08-18,-89,-18,0.0,Critical,100
ST16,SKU03347,222,62,20,2025-08-18,160,202,3.5806451612903225,Low,10
ST09,SKU00190,0,84,26,2025-09-28,-84,-26,0.0,Critical,100
ST05,SKU03454,386,65,21,2025-06-27,321,365,5.938461538461539,Low,10
ST17,SKU00539,0,42,11,2025-09-12,-42,-11,0.0,Critical,100
ST03,SKU02590,187,59,28,2025-06-22,128,159,3.169491525423729,Low,10
ST22,SKU00654,343,70,34,2025-06-12,273,309,4.9,Low,10
ST13,SKU01063,362,73,32,2025-06-26,289,330,4.958904109589041,Low,10
ST30,SKU04679,569,95,35,2025-08-30,474,534,5.989473684210527,Low,10
ST27,SKU00732,118,26,11,2025-05-09,92,107,4.538461538461538,Low,10
ST02,SKU04580,197,48,12,2025-06-25,149,185,4.104166666666667,Low,10
ST02,SKU00150,304,53,14,2025-07-10,251,290,5.735849056603773,Low,10
ST12,SKU03578,0,31,10,2025-09-15,-31,-10,0.0,Critical,100
ST05,SKU00421,128,37,13,2025-08-05,91,115,3.4594594594594597,Low,10
ST19,SKU00090,444,81,34,2025-08-12,363,410,5.481481481481482,Low,10
ST20,SKU03173,173,44,11,2025-06-12,129,162,3.9318181818181817,Low,10
ST11,SKU01138,0,100,41,2025-10-04,-100,-41,0.0,Critical,100
ST21,SKU03812,0,91,44,2025-10-08,-91,-44,0.0,Critical,100
ST28,SKU00553,75,20,8,2025-06-28,55,67,3.75,Low,10
ST28,SKU02768,264,52,12,2025-06-08,212,252,5.076923076923077,Low,10
ST14,SKU04856,332,60,28,2025-06-20,272,304,5.533333333333333,Low,10
ST07,SKU01662,0,69,20,2025-10-10,-69,-20,0.0,Critical,100
ST02,SKU01318,91,20,9,2025-08-09,71,82,4.55,Low,10
ST07,SKU01433,217,67,20,2025-08-29,150,197,3.2388059701492535,Low,10
ST12,SKU02531,0,67,30,2025-08-13,-67,-30,0.0,Critical,100
ST03,SKU04926,0,60,27,2025-09-29,-60,-27,0.0,Critical,100
ST22,SKU00775,83,25,7,2025-08-14,58,76,3.32,Low,10
ST08,SKU02826,0,42,15,2025-09-27,-42,-15,0.0,Critical,100
ST11,SKU04292,409,76,15,2025-07-22,333,394,5.381578947368421,Low,10
ST16,SKU02421,433,78,31,2025-06-12,355,402,5.551282051282051,Low,10
ST26,SKU03863,219,38,10,2025-05-13,181,209,5.7631578947368425,Low,10
ST21,SKU00550,293,50,19,2025-07-26,243,274,5.86,Low,10
ST26,SKU03634,405,83,35,2025-05-24,322,370,4.879518072289157,Low,10
ST19,SKU04641,237,49,12,2025-06-11,188,225,4.836734693877551,Low,10
ST24,SKU04756,0,84,18,2025-09-11,-84,-18,0.0,Critical,100
ST27,SKU04236,263,55,17,2025-06-19,208,246,4.781818181818182,Low,10
ST25,SKU01423,474,96,34,2025-06-07,378,440,4.9375,Low,10
ST01,SKU00837,539,99,46,2025-08-09,440,493,5.444444444444445,Low,10
ST18,SKU04453,0,77,35,2025-08-08,-77,-35,0.0,Critical,100
ST30,SKU01538,443,82,40,2025-07-16,361,403,5.402439024390244,Low,10
ST04,SKU00317,144,39,19,2025-06-19,105,125,3.6923076923076925,Low,10
ST28,SKU02660,0,54,12,2025-08-18,-54,-12,0.0,Critical,100
ST28,SKU00445,0,46,12,2025-10-11,-46,-12,0.0,Critical,100
ST02,SKU03425,0,74,16,2025-09-14,-74,-16,0.0,Critical,100
ST29,SKU04053,345,83,39,2025-07-29,262,306,4.156626506024097,Low,10
ST20,SKU02247,0,77,36,2025-10-12,-77,-36,0.0,Critical,100
ST18,SKU01420,0,59,12,2025-08-27,-59,-12,0.0,Critical,100
ST08,SKU00732,417,72,32,2025-06-23,345,385,5.791666666666667,Low,10
ST28,SKU03828,354,81,23,2025-08-08,273,331,4.37037037037037,Low,10
ST23,SKU03484,485,86,20,2025-06-23,399,465,5.6395348837209305,Low,10
ST07,SKU02722,395,93,44,2025-05-10,302,351,4.247311827956989,Low,10
ST07,SKU00507,210,51,14,2025-07-25,159,196,4.117647058823529,Low,10
ST29,SKU03235,442,75,26,2025-08-01,367,416,5.8933333333333335,Low,10
ST12,SKU01605,131,22,6,2025-07-18,109,125,5.954545454545454,Low,10
ST22,SKU02064,91,26,10,2025-07-01,65,81,3.5,Low,10
ST08,SKU02129,257,82,41,2025-07-06,175,216,3.1341463414634148,Low,10
ST01,SKU03173,365,71,17,2025-06-17,294,348,5.140845070422535,Low,10
ST27,SKU02142,289,76,16,2025-08-12,213,273,3.8026315789473686,Low,10
ST01,SKU00958,360,69,14,2025-07-12,291,346,5.217391304347826,Low,10
ST06,SKU03251,452,100,26,2025-05-19,352,426,4.52,Low,10
ST21,SKU04054,133,31,12,2025-08-30,102,121,4.290322580645161,Low,10
ST23,SKU04652,88,21,6,2025-06-17,67,82,4.190476190476191,Low,10
ST09,SKU00553,296,57,12,2025-08-11,239,284,5.192982456140351,Low,10
ST16,SKU01495,185,34,14,2025-05-24,151,171,5.4411764705882355,Low,10
ST09,SKU02768,204,43,12,2025-05-18,161,192,4.744186046511628,Low,10
ST02,SKU03546,0,77,38,2025-08-17,-77,-38,0.0,Critical,100
ST04,SKU03592,335,80,30,2025-06-06,255,305,4.1875,Low,10
ST02,SKU02728,147,38,17,2025-06-15,109,130,3.8684210526315788,Low,10
ST26,SKU03876,0,26,13,2025-08-05,-26,-13,0.0,Critical,100
ST12,SKU03941,292,58,26,2025-07-19,234,266,5.0344827586206895,Low,10
ST07,SKU00628,0,28,10,2025-09-18,-28,-10,0.0,Critical,100
ST17,SKU02070,138,35,12,2025-07-07,103,126,3.942857142857143,Low,10
ST19,SKU00682,347,65,31,2025-07-21,282,316,5.338461538461538,Low,10
ST15,SKU03192,180,33,14,2025-07-24,147,166,5.454545454545454,Low,10
ST03,SKU03892,346,80,26,2025-05-15,266,320,4.325,Low,10
ST08,SKU04236,328,58,14,2025-07-19,270,314,5.655172413793103,Low,10
ST13,SKU00150,288,74,37,2025-07-04,214,251,3.891891891891892,Low,10
ST23,SKU02558,273,85,37,2025-07-27,188,236,3.211764705882353,Low,10
ST09,SKU02660,0,84,40,2025-08-06,-84,-40,0.0,Critical,100
ST26,SKU03058,455,96,42,2025-08-04,359,413,4.739583333333333,Low,10
ST17,SKU01023,135,40,9,2025-06-13,95,126,3.375,Low,10
ST22,SKU03353,0,67,31,2025-08-28,-67,-31,0.0,Critical,100
ST10,SKU04053,241,63,17,2025-06-16,178,224,3.8253968253968256,Low,10
ST12,SKU00679,122,25,6,2025-07-05,97,116,4.88,Low,10
ST01,SKU02247,0,79,17,2025-09-18,-79,-17,0.0,Critical,100
ST13,SKU01318,161,33,11,2025-06-17,128,150,4.878787878787879,Low,10
ST25,SKU00389,119,35,14,2025-08-08,84,105,3.4,Low,10
ST09,SKU03828,281,76,26,2025-07-16,205,255,3.6973684210526314,Low,10
ST07,SKU02964,237,52,17,2025-07-15,185,220,4.5576923076923075,Low,10
ST12,SKU04062,325,82,38,2025-08-06,243,287,3.9634146341463414,Low,10
ST07,SKU00749,288,63,17,2025-06-01,225,271,4.571428571428571,Low,10
ST10,SKU03235,185,51,14,2025-05-25,134,171,3.627450980392157,Low,10
ST12,SKU03833,414,98,24,2025-07-09,316,390,4.224489795918367,Low,10
ST22,SKU04292,350,65,32,2025-07-03,285,318,5.384615384615385,Low,10
ST20,SKU03428,456,94,46,2025-06-08,362,410,4.851063829787234,Low,10
ST08,SKU02142,182,34,8,2025-06-05,148,174,5.352941176470588,Low,10
ST27,SKU02155,0,22,8,2025-09-08,-22,-8,0.0,Critical,100
ST01,SKU01200,129,39,10,2025-05-15,90,119,3.3076923076923075,Low,10
ST06,SKU03493,183,49,20,2025-09-02,134,163,3.7346938775510203,Low,10
ST23,SKU04894,262,54,14,2025-07-30,208,248,4.851851851851852,Low,10
ST04,SKU04652,342,70,22,2025-06-05,272,320,4.885714285714286,Low,10
ST09,SKU04996,412,94,44,2025-06-01,318,368,4.382978723404255,Low,10
ST12,SKU00571,517,87,31,2025-06-21,430,486,5.942528735632184,Low,10
ST20,SKU04596,0,59,18,2025-10-05,-59,-18,0.0,Critical,100
ST01,SKU02368,0,95,28,2025-09-23,-95,-28,0.0,Critical,100
ST20,SKU02381,0,90,30,2025-08-16,-90,-30,0.0,Critical,100
ST13,SKU03425,0,23,7,2025-10-03,-23,-7,0.0,Critical,100
ST27,SKU01337,105,30,12,2025-07-24,75,93,3.5,Low,10
ST06,SKU02217,354,99,43,2025-06-16,255,311,3.5757575757575757,Low,10
ST24,SKU03254,513,92,20,2025-05-09,421,493,5.576086956521739,Low,10
ST27,SKU04491,315,67,21,2025-08-27,248,294,4.701492537313433,Low,10
ST18,SKU02722,337,79,23,2025-05-06,258,314,4.265822784810126,Low,10
ST16,SKU04073,175,38,8,2025-07-09,137,167,4.605263157894737,Low,10
ST04,SKU02558,512,87,36,2025-06-01,425,476,5.885057471264368,Low,10
ST28,SKU00929,0,85,38,2025-09-04,-85,-38,0.0,Critical,100
ST14,SKU01031,185,55,18,2025-06-28,130,167,3.3636363636363638,Low,10
ST07,SKU02038,109,26,9,2025-07-20,83,100,4.1923076923076925,Low,10
ST19,SKU01863,189,56,19,2025-06-25,133,170,3.375,Low,10
ST12,SKU02907,301,77,35,2025-07-11,224,266,3.909090909090909,Low,10
ST17,SKU03251,349,61,14,2025-06-27,288,335,5.721311475409836,Low,10
ST12,SKU00692,0,99,32,2025-09-07,-99,-32,0.0,Critical,100
ST15,SKU02387,153,27,8,2025-07-17,126,145,5.666666666666667,Low,10
ST20,SKU04717,440,97,30,2025-06-18,343,410,4.536082474226804,Low,10
ST01,SKU04475,195,57,20,2025-08-23,138,175,3.4210526315789473,Low,10
ST13,SKU03546,0,21,10,2025-09-17,-21,-10,0.0,Critical,100
ST27,SKU01229,286,70,21,2025-06-03,216,265,4.085714285714285,Low,10
ST18,SKU01675,258,56,16,2025-07-11,202,242,4.607142857142857,Low,10
ST06,SKU02567,262,58,18,2025-08-13,204,244,4.517241379310345,Low,10
ST23,SKU03968,189,40,10,2025-06-01,149,179,4.725,Low,10
